30

40 50 60 30 40 50 20 30 40 10 20 30 0 10 20 63 73 83 53 63 73 43 53 63 33 43 53 23 33 43 
50 40 50 40 30 40 30 20 30 20 10 20 10 0 10 73 63 73 63 53 63 53 43 53 43 33 43 33 23 33 
60 50 40 50 40 30 40 30 20 30 20 10 20 10 0 83 73 63 73 63 53 63 53 43 53 43 33 43 33 23 
23 33 43 33 43 53 43 53 63 53 63 73 63 73 83 0 10 20 10 20 30 20 30 40 30 40 50 40 50 60 
33 23 33 43 33 43 53 43 53 63 53 63 73 63 73 10 0 10 20 10 20 30 20 30 40 30 40 50 40 50 
43 33 23 53 43 33 63 53 43 73 63 53 83 73 63 20 10 0 30 20 10 40 30 20 50 40 30 60 50 40 
33 43 53 23 33 43 33 43 53 43 53 63 53 63 73 10 20 30 0 10 20 10 20 30 20 30 40 30 40 50 
43 33 43 33 23 33 43 33 43 53 43 53 63 53 63 20 10 20 10 0 10 20 10 20 30 20 30 40 30 40 
53 43 33 43 33 23 53 43 33 63 53 43 73 63 53 30 20 10 20 10 0 30 20 10 40 30 20 50 40 30 
43 53 63 33 43 53 23 33 43 33 43 53 43 53 63 20 30 40 10 20 30 0 10 20 10 20 30 20 30 40 
53 43 53 43 33 43 33 23 33 43 33 43 53 43 53 30 20 30 20 10 20 10 0 10 20 10 20 30 20 30 
63 53 43 53 43 33 43 33 23 53 43 33 63 53 43 40 30 20 30 20 10 20 10 0 30 20 10 40 30 20 
53 63 73 43 53 63 33 43 53 23 33 43 33 43 53 30 40 50 20 30 40 10 20 30 0 10 20 10 20 30 
63 53 63 53 43 53 43 33 43 33 23 33 43 33 43 40 30 40 30 20 30 20 10 20 10 0 10 20 10 20 
73 63 53 63 53 43 53 43 33 43 33 23 53 43 33 50 40 30 40 30 20 30 20 10 20 10 0 30 20 10 
63 73 83 53 63 73 43 53 63 33 43 53 23 33 43 40 50 60 30 40 50 20 30 40 10 20 30 0 10 20 
73 63 73 63 53 63 53 43 53 43 33 43 33 23 33 50 40 50 40 30 40 30 20 30 20 10 20 10 0 10 
83 73 63 73 63 53 63 53 43 53 43 33 43 33 23 60 50 40 50 40 30 40 30 20 30 20 10 20 10 0 
