param n  := 16;
param a  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 := 
8 6.0 2.0 4.0 3.0 4.0 5.0 6.0 18.497327509788178 1.0 5.0 5.0 3.0 7.0 5.0 9.0 4.0
9 5.0 2.0 2.0 9.0 5.0 5.0 8.0 1.0 18.017892074437178 4.0 5.0 2.0 4.0 5.0 4.0 5.0
10 1.0 7.0 6.0 4.0 7.0 5.0 4.0 5.0 4.0 14.216228749896402 7.0 7.0 5.0 6.0 5.0 5.0
11 4.0 4.0 3.0 3.0 6.0 7.0 6.0 5.0 5.0 7.0 17.448813632021498 9.0 6.0 5.0 1.0 8.0
12 6.0 7.0 6.0 6.0 7.0 5.0 7.0 3.0 2.0 7.0 9.0 17.360588162434077 6.0 5.0 4.0 5.0
13 1.0 9.0 5.0 3.0 7.0 1.0 1.0 7.0 4.0 5.0 6.0 6.0 23.665987727040346 5.0 7.0 4.0
14 5.0 6.0 6.0 4.0 3.0 8.0 8.0 5.0 5.0 6.0 5.0 5.0 5.0 14.33595076660788 5.0 3.0
15 4.0 3.0 2.0 7.0 3.0 5.0 5.0 9.0 4.0 5.0 1.0 4.0 7.0 5.0 12.7740123641742 8.0
16 5.0 2.0 6.0 8.0 3.0 4.0 6.0 4.0 5.0 5.0 8.0 5.0 4.0 3.0 8.0 21.124453608650196
;
param c  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 := 
1 -506.799262676502 -701.356998006478 -435.8842431196128 -495.41656377332424 -455.04848336851927 -452.13509507557706 -709.737523028972 -667.7534876188155 -650.4458693223743 -513.205830599412 -629.9021386428657 -626.717199360008 -854.3421115462664 -517.5277951730264 -461.1418218415311 -762.5927347479601
2 -478.7217409452519 -662.500654276039 -411.7355313715602 -467.969662485613 -429.83804084917506 -427.0860591113147 -670.4168842792473 -630.7588342313597 -614.4100867633173 -484.773374353995 -595.0045129184272 -591.9960245669597 -807.0101381803655 -488.8558949047502 -435.59379824030384 -720.343829394586
3 -394.4891772159359 -545.9316251113453 -339.28939738692253 -385.6289600540226 -354.2067146060389 -351.93895252500573 -552.4549700809126 -519.774875998516 -506.3027409656582 -399.4760071006905 -490.31163756526075 -487.8325019987609 -665.0142205513482 -402.84019559535665 -358.9497287691257 -593.5971155380324
4 -366.4116565046971 -507.0752827924948 -315.14068651615383 -358.1820597634133 -328.9962730025495 -326.8899174707346 -513.1343327596436 -482.78022395501654 -470.2669597157234 -371.04355188817897 -455.414013108597 -453.1113284670771 -617.682248904942 -374.1682963686845 -333.4017060960171 -551.3482117194933
5 -282.1790946829446 -390.50625626766885 -242.6945541721596 -275.84135919654256 -253.36494847218984 -251.74281258623634 -395.1724212327206 -371.79626823555884 -362.15961636630544 -285.74618656655196 -350.7211401263463 -348.9478082578061 -475.68633449161956 -288.15259900723606 -256.7576383605505 -424.60150073329527
6 -113.71398913437518 -157.368228259509 -97.80230504713235 -111.15997575132486 -102.10231565867846 -101.44861896042711 -159.24862351958765 -149.82838063834419 -145.94495289121323 -115.15147424697577 -141.3354166520882 -140.6207902157911 -191.69453616870018 -116.12122276232998 -103.46951935438396 -171.10810598877313
7 -85.63647556215207 -118.51189582030717 -73.65360031643667 -83.71308243938913 -76.8918804652187 -76.39959027514622 -119.92799619601928 -112.83373800113833 -109.90918080376858 -86.71902626372591 -106.43780106852583 -105.89962551234419 -144.36257655696363 -87.44933082580076 -77.92150317713862 -128.8592129124783
8 -113.71399037003081 -157.36822996952674 -97.8023061098861 -111.15997695922769 -102.10231676815762 -101.44862006280297 -159.2486252500384 -149.8283822664313 -145.9449544771017 -115.15147549825161 -141.33541818788785 -140.62079174382535 -191.69453825171945 -116.12122402414344 -103.46952047871963 -171.10810784809314
9 -422.56669830053005 -584.7879679468804 -363.4381085788039 -413.0758607096017 -379.4171565447591 -376.98798791236146 -591.7756079250402 -556.7695285339445 -542.3385226947718 -427.908462691277 -525.2092624859689 -522.5536759921426 -712.3461928271421 -431.51209520328774 -384.49775178195415 -635.8460199183681
10 -85.63647815631396 -118.511899410355 -73.65360254760465 -83.7130849752862 -76.89188279448301 -76.39959258949771 -119.92799982896464 -112.8337414191793 -109.90918413321675 -86.7190288906812 -106.43780429281648 -105.89962872033203 -144.36258093009894 -87.44933347487896 -77.921505537593 -128.85921681597455
11 -282.1790953251801 -390.50625715645543 -242.69455472452887 -275.84135982435345 -253.36494904884478 -251.74281315919933 -395.1724221321273 -371.79626908176175 -362.1596171905755 -285.7461872169061 -350.7211409245826 -348.9478090520063 -475.6863355742748 -288.1525996630672 -256.7576389449272 -424.6015016996821
12 -366.41165702193643 -507.07528350829983 -315.14068696101737 -358.1820602690355 -328.996273466972 -326.8899179321837 -513.1343334840018 -482.7802246365258 -470.2669603795685 -371.0435524119569 -455.4140137514752 -453.1113291067048 -617.6822497768836 -374.1682968968734 -333.4017065666585 -551.3482124977954
13 -478.72174113916856 -662.5006545443993 -411.7355315383426 -467.9696626751743 -429.83804102329026 -427.0860592843152 -670.4168845508142 -630.7588344868623 -614.4100870121974 -484.773374550363 -595.0045131594466 -591.9960248067605 -807.0101385072625 -488.85589510277185 -435.59379841675053 -720.3438296863769
14 -534.8767852583612 -740.2133429140708 -460.0329555992511 -522.8634658925399 -480.25892665161444 -477.1841317987005 -749.0581629699163 -704.7481421270251 -686.4816529731361 -541.6382877061909 -664.7997654245285 -661.438375204935 -901.6740863460905 -546.1996963099185 -486.68984621673627 -804.8416413812656
15 -394.4891776470296 -545.9316257079337 -339.2893977576945 -385.6289604754339 -354.20671499311226 -351.9389529096009 -552.4549706846298 -519.7748765665206 -506.3027415189406 -399.4760075372337 -490.31163810106824 -487.8325025318592 -665.0142212780688 -402.8401960355762 -358.94972916138227 -593.5971161867092
16 -450.64421914204047 -623.6443104460129 -387.58681956161564 -440.52276112755675 -404.6275982652176 -402.03702308285284 -631.0962454287456 -593.7641807490884 -578.3743041119022 -456.3409180357069 -560.1068871045476 -557.2748496849226 -759.678164693155 -460.1839945629892 -410.0457745735982 -678.09492393293
;
param s  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
param t  : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 := 
1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
;
